Name	context	language	repository	file	url	split	grammar pattern	Count	Christian Grammar Pattern	Syreen Grammar Pattern	Eman Grammar Pattern	Mahie Grammar Pattern
stash_update_index_from_diff	FUNCTION	C	git2r	src/libgit2/src/libgit2/stash.c	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/stash.c	stash update index from diff	PRE V N P N	2	PRE V N P N	PRE V N P N	PRE V N P N	PRE V N P N
state_next	DECLARATION	C++	meta	src/lm/language_model.cpp	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/lm/language_model.cpp	state next	N DT	6	N DT	N DT	N DT	N DT
stillWaiting	DECLARATION	Java	Smack	smack-im/src/main/java/org/jivesoftware/smack/roster/RosterUtil.java	https://github.com/igniterealtime/Smack/blob/19b20fefeca69cccc3637e01ec2f151a054a3351/smack-im/src/main/java/org/jivesoftware/smack/roster/RosterUtil.java	still Waiting	VM V	4	VM V	VM V	VM V	VM V
storeLastErrno	FUNCTION	C	ccv	lib/3rdparty/sqlite3/sqlite3.c	https://github.com/liuliu/ccv/blob/3eb1664f88e04515bf6861663c4f96d6279a47f5/lib/3rdparty/sqlite3/sqlite3.c	store Last Err no	V DT NM N	3	V DT NM N	V DT NM N	V DT NM N	V DT NM N
str_iam_v2_token	DECLARATION	C++	s3fs-fuse	src/s3fs_cred.cpp	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/s3fs_cred.cpp	str iam v2 token	NM NM NM N	10	NM NM NM N	NM NM NM N	NM NM NM N	NM NM NM N
str2_it	DECLARATION	C++	s3fs-fuse	src/s3fs_cred.cpp	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/s3fs_cred.cpp	str 2 it	N D N	9	N D N	N D N	N D N	N D N
str2int	FUNCTION	C	rigraph	src/vendor/cigraph/vendor/glpk/misc/str2int.c	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/vendor/cigraph/vendor/glpk/misc/str2int.c	str 2 int	N P N	12	N P N	N P N	N P N	N P N
strall	DECLARATION	C++	s3fs-fuse	src/fdcache_page.cpp	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/fdcache_page.cpp	str all	N DT	6	N DT	N DT	N DT	N DT
stream_for	FUNCTION	C++	meta	src/index/forward_index.cpp	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/index/forward_index.cpp	stream for	V P	9	V P	V P	V CJ	V P
stream_out	PARAMETER	C	git2r	src/libgit2/src/libgit2/odb_loose.c	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/odb_loose.c	stream out	V N	14	V N	V N	V N	V N
string_base16_decode	FUNCTION	C	weechat	src/core/wee-string.c	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/core/wee-string.c	string base16 decode	N NM V	3	N NM V	N NM V	N NM V	NM NM V
string_base16_encode	FUNCTION	C	weechat	src/core/wee-string.c	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/core/wee-string.c	string base16 encode	N NM V	3	N NM V	N NM V	N NM V	NM NM V
string_base32_decode	FUNCTION	C	weechat	src/core/wee-string.c	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/core/wee-string.c	string base32 decode	N NM V	3	N NM V	N NM V	N NM V	NM NM V
string_convbase64_6x4_to_8x3	FUNCTION	C	weechat	src/core/wee-string.c	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/core/wee-string.c	string conv base64 6 x 4 to 8 x 3	N V N D P D P D P D	2	N V N D P D P D P D	N V N D P D P D P D	N V N D P D P D P D	N V N D P D P D P D
string_convbase64_8x3_to_6x4	FUNCTION	C	weechat	src/core/wee-string.c	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/core/wee-string.c	string conv base64 8 x 3 to 6 x 4	N V N D P D P D P D	2	N V N D P D P D P D	N V N D P D P D P D	N V N D P D P D P D	N V N D P D P D P D
stringp	PARAMETER	C	naemon-core	src/naemon/shared.h	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/shared.h	string p	NM N	103	NM N	NM N	NM N	NM N
strnow	DECLARATION	C++	s3fs-fuse	src/s3fs.cpp	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/s3fs.cpp	str now	N VM	7	N VM	N VM	N VM	N VM
subexp_to	ATTRIBUTE	C	git2r	src/libgit2/deps/regex/regex_internal.h	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/deps/regex/regex_internal.h	subexp to	N P	8	N P	N P	N P	N P
submodule_load_each	FUNCTION	C	git2r	src/libgit2/src/libgit2/submodule.c	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/submodule.c	submodule load each	PRE V DT	1	PRE V DT	PRE V DT	PRE V DT	N V DT
subtypes1	DECLARATION	Java	drill	common/src/main/java/org/apache/drill/common/types/Types.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/common/src/main/java/org/apache/drill/common/types/Types.java	subtypes 1	NPL D	6	NPL D	NPL D	NPL D	NPL D
sum2	DECLARATION	C	rigraph	src/core/misc/graphicality.c	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/misc/graphicality.c	sum 2	N D	125	N D	N D	N D	N D
supportsJoinPushdown	ATTRIBUTE	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/store/StoragePluginRulesSupplier.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/store/StoragePluginRulesSupplier.java	supports Join Push down	V V V P	2	V V V P	V V V P	V V V P	V V V P
supportsSortPushdown	ATTRIBUTE	Java	drill	contrib/storage-mongo/src/main/java/org/apache/drill/exec/store/mongo/MongoStoragePluginConfig.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/contrib/storage-mongo/src/main/java/org/apache/drill/exec/store/mongo/MongoStoragePluginConfig.java	supports Sort Push down	V V V P	2	V V V P	V V V P	V V V P	V V V P
t1_y	DECLARATION	C++	panda3d	panda/src/collide/collisionCapsule.cxx	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/collide/collisionCapsule.cxx	t 1 y	N D N	9	N D N	N D N	N D N	N D N
T1PrepareMunmapCode	FUNCTION	C++	facebook-repo-ds2	Sources/Target/Linux/ARM/ProcessARM.cpp	https://github.com/fakeNetflix/facebook-repo-ds2/blob/eaf83c59b8fff11cc4c218da7b78a983754727ec/Sources/Target/Linux/ARM/ProcessARM.cpp	T 1 Prepare Mun map Code	N D V NM NM N	1	N D V NM NM N	N D V NM NM N	N D V NM NM N	N D V NM NM N
t3	DECLARATION	Java	immutables	criteria/common/src/org/immutables/criteria/repository/Mappers.java	https://github.com/immutables/immutables/blob/28ba97e9f3075902e279c1cde3e16be01e365afb/criteria/common/src/org/immutables/criteria/repository/Mappers.java	t 3	N D	125	N D	N D	N D	N D
tableMetadataV4	DECLARATION	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/AbstractParquetScanBatchCreator.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/AbstractParquetScanBatchCreator.java	table Metadata V 4	NM N NM D	1	NM N NM D	NM N NM D	NM N NM D	NM N NM D
tag_all	FUNCTION	C++	panda3d	pandatool/src/mayaegg/mayaNodeTree.cxx	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/pandatool/src/mayaegg/mayaNodeTree.cxx	tag all	V DT	6	V DT	V DT	V DT	V DT
target1	ATTRIBUTE	C	mgba	include/mgba/internal/gba/renderers/gl.h	https://github.com/mgba-emu/mgba/blob/c8cfaefcc880e668b0db8ba5f8b49978f0d108fd/include/mgba/internal/gba/renderers/gl.h	target 1	N D	125	N D	N D	N D	N D
taskReconciliationResponseP999	PARAMETER	Java	Singularity	SingularityBase/src/main/java/com/hubspot/singularity/SingularityTaskReconciliationStatistics.java	https://github.com/HubSpot/Singularity/blob/15688f486fc9286878eff40b51789c88bd6899d5/SingularityBase/src/main/java/com/hubspot/singularity/SingularityTaskReconciliationStatistics.java	task Reconciliation Response P 999	NM NM NM N D	1	NM NM NM N D	NM NM NM N D	NM NM NM N D	NM NM NM N D
tempData1	ATTRIBUTE	C++	caffe	include/caffe/layers/cudnn_lcn_layer.hpp	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/include/caffe/layers/cudnn_lcn_layer.hpp	temp Data 1	NM N D	33	NM N D	NM N D	NM N D	NM N D
tempData2	ATTRIBUTE	C++	caffe	include/caffe/layers/cudnn_lcn_layer.hpp	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/include/caffe/layers/cudnn_lcn_layer.hpp	temp Data 2	NM N D	33	NM N D	NM N D	NM N D	NM N D
ten00	DECLARATION	C++	s3fs-fuse	src/s3fs.cpp	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/s3fs.cpp	ten 00	D D	1	D D	D D	D D	D D
tensor_a	PARAMETER	C	ccv	lib/nnc/_ccv_nnc_symbolic_graph.h	https://github.com/liuliu/ccv/blob/3eb1664f88e04515bf6861663c4f96d6279a47f5/lib/nnc/_ccv_nnc_symbolic_graph.h	tensor a	NM N	103	NM N	NM N	NM N	NM N
term_and_class	FUNCTION	C++	meta	src/features/feature_selector.cpp	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/features/feature_selector.cpp	term and class	N CJ N	6	N CJ N	N CJ N	N CJ N	N CJ N
text_only	PARAMETER	C	libxo	libxo/xo.h	https://github.com/Juniper/libxo/blob/290d88625c683bca60e05e68dd2003c290f50f99/libxo/xo.h	text only	N VM	7	N VM	N VM	N VM	N VM
text_search_where	ATTRIBUTE	C	weechat	src/gui/gui-buffer.h	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/gui/gui-buffer.h	text search where	N V VM	1	N V VM	N V VM	N V VM	N V VM
TforDeser	DECLARATION	C++	cling	lib/Interpreter/LookupHelper.cpp	https://github.com/vgvassilev/cling/blob/5e3310ac045d5763cd9852359d1003f3850c2a0c/lib/Interpreter/LookupHelper.cpp	T for Deser	N P N	12	N P N	N P N	N P N	N P N
that	DECLARATION	Java	Openfire	xmppserver/src/main/java/org/jivesoftware/openfire/muc/spi/OccupantManager.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/openfire/muc/spi/OccupantManager.java	that	DT	4	DT	DT	DT	DT
thatConfig	DECLARATION	Java	drill	contrib/storage-druid/src/main/java/org/apache/drill/exec/store/druid/DruidStoragePluginConfig.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/contrib/storage-druid/src/main/java/org/apache/drill/exec/store/druid/DruidStoragePluginConfig.java	that Config	DT N	109	DT N	DT N	DT N	DT N
thatExpr	PARAMETER	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/expr/EqualityVisitor.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/expr/EqualityVisitor.java	that Expr	DT N	109	DT N	DT N	DT N	DT N
theClass	DECLARATION	Java	Openfire	xmppserver/src/main/java/org/jivesoftware/openfire/container/PluginServlet.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/openfire/container/PluginServlet.java	the Class	DT N	109	DT N	DT N	DT N	DT N
theGetter	ATTRIBUTE	Java	guava	guava/src/com/google/common/hash/LittleEndianByteArray.java	https://github.com/google/guava/blob/551f92130cc0442870569b89820e0b432a8ff8f7/guava/src/com/google/common/hash/LittleEndianByteArray.java	the Getter	DT N	109	DT N	DT N	DT N	DT N
themax	DECLARATION	C++	rigraph	src/core/hrg/hrg_types.cc	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/hrg/hrg_types.cc	the max	DT N	109	DT N	DT N	DT N	DT N
theNewFilter	DECLARATION	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/FilePushDownFilter.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/FilePushDownFilter.java	the New Filter	DT NM N	40	DT NM N	DT NM N	DT NM N	DT NM N
this	DECLARATION	C	meta	include/meta/sequence/hmm/hmm.h	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/include/meta/sequence/hmm/hmm.h	this	DT	4	DT	DT	DT	DT
this_bucket	DECLARATION	C	naemon-core	src/naemon/utils.c	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/utils.c	this bucket	DT N	109	DT N	DT N	DT N	DT N
this_class	PARAMETER	C++	panda3d	panda/src/putil/typedWritable_ext.cxx	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/putil/typedWritable_ext.cxx	this class	DT N	109	DT N	DT N	DT N	DT N
this_contactgroup	DECLARATION	C	naemon-core	src/naemon/objects_contactgroup.c	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/objects_contactgroup.c	this contact group	DT NM N	40	DT NM N	DT NM N	DT NM N	DT NM N
this_host	DECLARATION	C	naemon-core	src/naemon/xodtemplate.c	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/xodtemplate.c	this host	DT N	109	DT N	DT N	DT N	DT N
this_hostescalation	PARAMETER	C	naemon-core	src/naemon/objects_hostescalation.h	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/objects_hostescalation.h	this host escalation	DT NM N	40	DT NM N	DT NM N	DT NM N	DT NM N
this_hostgroup	DECLARATION	C	naemon-core	src/naemon/objects_hostgroup.c	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/objects_hostgroup.c	this host group	DT NM N	40	DT NM N	DT NM N	DT NM N	DT NM N
this_index	DECLARATION	C++	panda3d	dtool/src/interrogate/interrogateBuilder.cxx	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/dtool/src/interrogate/interrogateBuilder.cxx	this index	DT N	109	DT N	DT N	DT N	DT N
this_serviceescalation	PARAMETER	C	naemon-core	src/naemon/objects_serviceescalation.c	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/objects_serviceescalation.c	this service escalation	DT NM N	40	DT NM N	DT NM N	DT NM N	DT NM N
this_serviceextinfo	PARAMETER	C	naemon-core	src/naemon/xodtemplate.c	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/xodtemplate.c	this service ext info	DT NM NM N	6	DT NM NM N	DT NM NM N	DT NM NM N	DT NM NM N
this_servicesmember	DECLARATION	C	naemon-core	src/naemon/objects_host.c	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/objects_host.c	this services member	DT NM N	40	DT NM N	DT NM N	DT NM N	DT NM N
thisExpr	PARAMETER	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/expr/EqualityVisitor.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/expr/EqualityVisitor.java	this Expr	DT N	109	DT N	DT N	DT N	DT N
thisInstance	PARAMETER	C	toggldesktop	third_party/plcrashreporter/Tools/CrashViewer/CrashReporterQuicklook/main.c	https://github.com/toggl-open-source/toggldesktop/blob/013038304ee8e9154db4a45fb642716956cf153b/third_party/plcrashreporter/Tools/CrashViewer/CrashReporterQuicklook/main.c	this Instance	DT N	109	DT N	DT N	DT N	DT N
thisIteration	PARAMETER	C++	proxygen	proxygen/lib/http/session/HQSession.cpp	https://github.com/facebook/proxygen/blob/5370e58851d6b363f1edbc542a0daa369ebbf303/proxygen/lib/http/session/HQSession.cpp	this Iteration	DT N	109	DT N	DT N	DT N	DT N
thisKey	DECLARATION	C++	proxygen	proxygen/lib/http/structuredheaders/StructuredHeadersDecoder.cpp	https://github.com/facebook/proxygen/blob/5370e58851d6b363f1edbc542a0daa369ebbf303/proxygen/lib/http/structuredheaders/StructuredHeadersDecoder.cpp	this Key	DT N	109	DT N	DT N	DT N	DT N
thisLetter	PARAMETER	C++	freeminer	src/irrlicht_changes/CGUITTFont.cpp	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/irrlicht_changes/CGUITTFont.cpp	this Letter	DT N	109	DT N	DT N	DT N	DT N
thisNode	PARAMETER	Java	guava	guava/src/com/google/common/graph/DirectedGraphConnections.java	https://github.com/google/guava/blob/551f92130cc0442870569b89820e0b432a8ff8f7/guava/src/com/google/common/graph/DirectedGraphConnections.java	this Node	DT N	109	DT N	DT N	DT N	DT N
thisObject	PARAMETER	Java	Smack	smack-core/src/main/java/org/jivesoftware/smack/util/EqualsUtil.java	https://github.com/igniterealtime/Smack/blob/19b20fefeca69cccc3637e01ec2f151a054a3351/smack-core/src/main/java/org/jivesoftware/smack/util/EqualsUtil.java	this Object	DT N	109	DT N	DT N	DT N	DT N
threadBtoA	ATTRIBUTE	Java	Openfire	xmppserver/src/main/java/org/jivesoftware/openfire/mediaproxy/MediaProxySession.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/openfire/mediaproxy/MediaProxySession.java	thread B to A	NM N P N	9	NM N P N	NM N P N	NM N P N	NM N P N
throw_if_error	FUNCTION	C++	meta	src/io/xzstream.cpp	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/io/xzstream.cpp	throw if error	V CJ N	3	V CJ N	V CJ N	V CJ N	V CJ N
til_or_since	ATTRIBUTE	Java	Spark	core/src/main/java/org/jivesoftware/sparkimpl/plugin/idle/linux/LinuxIdleTime.java	https://github.com/igniterealtime/Spark/blob/ca028f3a818b94c00f2f600933109087d84fb0b9/core/src/main/java/org/jivesoftware/sparkimpl/plugin/idle/linux/LinuxIdleTime.java	til or since	P CJ P	1	P CJ P	P CJ P	P CJ P	P CJ P
time_for_each_line	ATTRIBUTE	C	weechat	src/gui/gui-buffer.h	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/gui/gui-buffer.h	time for each line	N P DT N	2	N P DT N	N P DT N	N CJ DT N	N P DT N
time_from_last_punch	ATTRIBUTE	C++	freeminer	src/client/game.cpp	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/client/game.cpp	time from last punch	N P DT N	2	N P DT N	N P DT N	N P DT N	N P DT N
time_now	DECLARATION	C	weechat	src/plugins/irc/irc-command.c	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/plugins/irc/irc-command.c	time now	N VM	7	N VM	N VM	N VM	N VM
time_of_day_smooth	ATTRIBUTE	C++	freeminer	src/client/game.cpp	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/client/game.cpp	time of day smooth	N P N NM	2	N P N NM	N P N NM	N P N NM	N P N NM
titles_in	DECLARATION	C++	meta	src/graph/tools/wiki_page_rank.cpp	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/graph/tools/wiki_page_rank.cpp	titles in	NM N	103	NM N	NM N	NM N	NM N
to_copy_list	DECLARATION	C++	s3fs-fuse	src/fdcache_entity.cpp	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/fdcache_entity.cpp	to copy list	P NM N	31	P NM N	P NM N	P NM N	P NM N
to_cs	PARAMETER	C++	panda3d	panda/src/egg/eggXfmAnimData.cxx	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/egg/eggXfmAnimData.cxx	to cs	P N	70	P N	P N	P N	P N
to_height	DECLARATION	C++	panda3d	pandatool/src/win-stats/winStatsPianoRoll.cxx	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/pandatool/src/win-stats/winStatsPianoRoll.cxx	to height	P N	70	P N	P N	P N	P N
to_merge	DECLARATION	C++	meta	include/meta/index/postings_inverter.tcc	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/include/meta/index/postings_inverter.tcc	to merge	P V	13	P V	P V	P V	P V
to_repo	PARAMETER	C	git2r	src/libgit2/src/libgit2/repository.c	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/repository.c	to repo	P N	70	P N	P N	P N	P N
to_write	DECLARATION	C++	meta	src/embeddings/tools/glove.cpp	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/embeddings/tools/glove.cpp	to write	P V	13	P V	P V	P V	P V
toAck	DECLARATION	C++	proxygen	proxygen/lib/http/codec/compress/QPACKDecoder.cpp	https://github.com/facebook/proxygen/blob/5370e58851d6b363f1edbc542a0daa369ebbf303/proxygen/lib/http/codec/compress/QPACKDecoder.cpp	to Ack	P N	70	P N	P N	P V	P N
toAggregate	DECLARATION	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/work/filter/RuntimeFilterSink.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/work/filter/RuntimeFilterSink.java	to Aggregate	P V	13	P V	P V	P V	P V
toAlloc	PARAMETER	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/physical/resultSet/impl/SingleVectorState.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/physical/resultSet/impl/SingleVectorState.java	to Alloc	P V	13	P V	P V	P V	P V
toBareJID	FUNCTION	Java	Openfire	xmppserver/src/main/java/org/jivesoftware/openfire/group/GroupJID.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/openfire/group/GroupJID.java	to Bare JID	P NM N	31	P NM N	P NM N	P NM N	P NM N
